f1,f2
0.1,10.0
1.0,1.0
0.1,10.0
0.1,10.0
0.29951884655086547,3.3386880709363846
0.1,12.566688081389946
1.0,1.0
1.0,1.8069086083303008
1.0,1.0
0.4114303039751007,3.9720819103047615
1.0,1.0
1.0,1.0
1.0,3.4726632399714523
0.8789876306353153,1.176696980465594
1.0,1.0
1.0,1.0
1.0,1.4515494914293234
1.0,1.0485743830992764
1.0,1.0
0.5047921907680207,1.9810132135335548
0.6470618848966231,2.3055949918649215
1.0,1.596857717810746
1.0,1.0
0.1,10.0
1.0,1.5801776803352061
1.0,2.6798250831152544
0.8163244965158574,2.516962871263092
0.6463099619479749,2.3605510390544477
0.1222359289435484,9.061912088878474
1.0,1.0
1.0,2.3826307277994836
1.0,1.0
0.9006525212240409,1.6151894476686663
0.3408041844916775,2.9342362726312716
1.0,1.0
0.5292689612755556,3.1580961067991575
1.0,1.3717779250816822
1.0,1.4573020865758495
0.4349109615101213,2.526270911310411
0.4569783017870358,2.1882877066360735
0.1,10.625817034547602
0.756427263581352,1.3220041742882689
0.7659780487619938,1.3055204409790102
1.0,1.0
0.1,10.76578200687798
0.8152225761535407,4.315100998079639
1.0,1.0
1.0,1.0
0.5561008951359199,2.7959815326184794
0.1,20.263422261323544
1.0,1.2308700126720877
1.0,1.0
1.0,1.0
0.1,10.0
1.0,2.035296301526052
1.0,1.0
0.9302115313843431,1.4064230403327687
1.0,2.724147553959664
0.9360497124801893,4.0655304591546475
1.0,1.0
0.969322057556724,1.0316488644863844
1.0,2.252184078383179
1.0,1.5677403599182884
0.563204126921182,2.1230146127758527
0.3404852127427098,8.549984884969613
0.6716963290203912,1.6517533552675288
1.0,1.5306303747223167
1.0,1.5376669963699399
1.0,1.0
1.0,1.0
0.45217389363596217,2.211538556458732
0.45438385675887427,2.9053302805216727
0.607427097141126,4.982509240874215
0.7727867577664477,1.2940180327238746
1.0,1.0
1.0,1.1798022648509499
1.0,1.6091515634670501
1.0,1.0
0.8316536269307928,4.42995320936385
1.0,1.0
0.5434245512268943,1.8401818573384132
0.20992348526838342,13.76877480852397
0.1,10.0
1.0,1.0
0.9316689974551862,1.1721392334259382
1.0,1.849250036738293
0.1,12.427317946925713
0.7884138321461527,1.6418216520301465
0.1,19.26087673757649
1.0,1.0
0.22803263253534622,4.385337260205488
1.0,2.123859352778312
1.0,1.721802810848069
0.1,25.694896938154688
0.1,11.494040967390761
0.1,10.0
1.0,1.0
1.0,3.358299899077872
0.7266098057185577,1.5946334070156087
0.1,25.177602050998853
1.0,1.3076535197936625
0.2673968005875563,8.025824416017729
1.0,5.486467457655856
1.0,2.843125458776213
1.0,1.0
0.24521553153101006,10.07296456230456
0.47876523061774057,2.0926814843149297
0.1,10.0
1.0,1.0
1.0,2.2903718506396364
0.5778218132815747,5.616920026210218
1.0,2.328380123831746
0.1,34.387427528293045
0.7441908100917771,1.3437413986295736
0.6760592385076756,1.4791603206360837
1.0,2.377007017068668
1.0,1.0
1.0,3.083772746375217
0.9635840691383164,1.0377921678325883
1.0,1.623726022608278
1.0,3.0365229779620067
1.0,2.2466049599860503
1.0,3.526445043986871
0.9910676257543926,1.5482045722966347
1.0,2.1841425020460976
1.0,2.6196228892050866
0.1,10.0
0.6195512471554714,4.271012061974034
0.9410905502397955,2.4369112338404353
1.0,1.0
0.47957557858285116,5.264848923317096
1.0,1.0
1.0,1.0
0.1,19.469248648067772
1.0,2.4106843984421666
0.6063854209144959,1.6491161652466677
0.5382360673087185,2.4389497704736045
1.0,1.2856317124866357
0.1,10.0
0.1,12.179786118056724
0.5162982496364827,5.4895720021755405
1.0,1.413663064858469
0.6791718186507114,1.4723814689288308
1.0,1.4629854552985768
1.0,1.0
0.9224022350416823,1.0841257338831265
0.1980605125605739,5.048961991826436
0.7745056673954218,1.2911461362999332
1.0,1.7046793661235886
1.0,2.890872104298003
1.0,1.0
1.0,1.0
0.1,10.0
1.0,4.147223980578248
0.9081171454000594,1.1011795174943677
1.0,1.5821742412114697
0.5462765740742659,1.8305745614199644
1.0,1.0
1.0,1.1770038688427114
0.4481669677439821,2.2313112566815847
1.0,1.015235550549573
1.0,1.0
0.18055098001898784,5.538601894572015
1.0,2.7889211065643287
1.0,1.0887462665069476
0.9474506819508774,1.0554639086236333
1.0,1.0
0.1,27.88800705683599
0.9525651360505059,1.0497969767675595
1.0,1.0
0.14987323765581373,6.672305313751317
1.0,1.0
0.1,10.0
0.5338143811636309,2.6960607017875744
0.791381498543784,2.934136037560152
0.731435757112379,1.3671740686398497
0.3443663071384372,4.387534895893651
0.8301111932770399,2.260219905968492
0.1,10.0
1.0,1.0
0.5794193494984311,1.7258657324192583
0.1,16.46322974042468
0.23313402711703268,5.81902639290169
1.0,1.2588624685054308
0.6839047583635207,1.462191902850401
1.0,1.0667535154620569
0.1,10.0
0.33669452027451063,4.887857076695405
0.7534033578442171,1.3273102509940926
1.0,2.3455198170022067
0.8948667234431895,1.4401737151843712
1.0,1.0
0.913973600284316,1.7381229181505853
1.0,1.0
0.9983351738172391,1.8194720631786807
0.1,10.0
0.10930916786459662,9.148363486205653
1.0,2.2108843771522757
1.0,1.0
1.0,1.0
1.0,1.1151195991027216
1.0,1.26521216484904
0.1,10.0
0.6907589216860743,1.4476830752458452
1.0,1.0
0.1,10.0
0.6579726391799191,2.0800416758913207
0.978376044806645,1.569272363316144
1.0,1.0
0.31509480999328254,3.1736479570111573
1.0,1.0
0.1,19.729348093019226
0.1,17.98911303473134
1.0,1.0
0.1,10.0
1.0,2.469276359837726
0.15709062693635903,24.887215459013735
0.1,10.0
0.3726733043890119,3.337781095054988
0.1,10.0
1.0,1.4905309632925863
0.42284446440460033,2.50865187547962
0.39982741123398513,2.501079145408529
1.0,1.0
0.1,10.0
0.43658785973710035,2.847847065008032
0.1,10.0
1.0,2.8125539103289467
0.1,10.0
0.1,10.0
0.4266249260780368,6.319798752534873
0.7822727651149397,1.456075233842239
1.0,1.2251052051978777
0.1,10.0
1.0,1.2156333018756404
0.12063203062480532,8.289672277093974
0.4051993346410756,8.354318257041138
0.1,10.0
1.0,1.0
1.0,1.0
1.0,1.0
