X1,X2
0.1,0.0
1.0,0.0
0.1,0.0
0.1,0.0
0.29951884655086547,0.0
0.1,0.2566688081389947
1.0,0.0
1.0,0.8069086083303006
1.0,0.0
0.4114303039751007,0.6342348677706868
1.0,0.0
1.0,0.0
1.0,2.4726632399714523
0.8789876306353153,0.03430209083518222
1.0,0.0
1.0,0.0
1.0,0.4515494914293234
1.0,0.04857438309927633
1.0,0.0
0.5047921907680207,0.0
0.6470618848966231,0.4918626412443306
1.0,0.596857717810746
1.0,0.0
0.1,0.0
1.0,0.5801776803352061
1.0,1.6798250831152541
0.8163244965158574,1.05465844863295
0.6463099619479749,0.5256476522275326
0.1222359289435484,0.10769124218883136
1.0,0.0
1.0,1.3826307277994834
1.0,0.0
0.9006525212240409,0.45472444829725067
0.3408041844916775,0.0
1.0,0.0
0.5292689612755556,0.671482246053966
1.0,0.3717779250816822
1.0,0.45730208657584953
0.4349109615101213,0.09870291107306133
0.4569783017870358,0.0
0.1,0.06258170345476012
0.756427263581352,0.0
0.7659780487619938,0.0
1.0,0.0
0.1,0.07657820068779812
0.8152225761535407,2.5177677520171975
1.0,0.0
1.0,0.0
0.5561008951359199,0.5548478330726377
0.1,1.0263422261323547
1.0,0.23087001267208773
1.0,0.0
1.0,0.0
0.1,0.0
1.0,1.035296301526052
1.0,0.0
0.9302115313843431,0.3082709301221684
1.0,1.7241475539596638
0.9360497124801893,2.80553861737116
1.0,0.0
0.969322057556724,0.0
1.0,1.252184078383179
1.0,0.5677403599182884
0.563204126921182,0.1956905914293355
0.3404852127427098,1.9111434225058324
0.6716963290203912,0.10947666518031313
1.0,0.5306303747223167
1.0,0.5376669963699399
1.0,0.0
1.0,0.0
0.45217389363596217,0.0
0.45438385675887427,0.32013517802177976
0.607427097141126,2.0265111246630596
0.7727867577664477,0.0
1.0,0.0
1.0,0.17980226485094994
1.0,0.6091515634670501
1.0,0.0
0.8316536269307928,2.684186653701152
1.0,0.0
0.5434245512268943,0.0
0.20992348526838342,1.8903891956808703
0.1,0.0
1.0,0.0
0.9316689974551862,0.09204578448383433
1.0,0.8492500367382928
0.1,0.24273179469257133
0.7884138321461527,0.2944349003776149
0.1,0.9260876737576492
1.0,0.0
0.22803263253534622,0.0
1.0,1.1238593527783118
1.0,0.721802810848069
0.1,1.569489693815469
0.1,0.14940409673907618
0.1,0.0
1.0,0.0
1.0,2.358299899077872
0.7266098057185577,0.1586762700639332
0.1,1.5177602050998857
1.0,0.3076535197936625
0.2673968005875563,1.1460797709206334
1.0,4.486467457655856
1.0,1.843125458776213
1.0,0.0
0.24521553153101006,1.4700473592385404
0.47876523061774057,0.001903133447513013
0.1,0.0
1.0,0.0
1.0,1.2903718506396364
0.5778218132815747,2.2455789146023784
1.0,1.328380123831746
0.1,2.4387427528293046
0.7441908100917771,0.0
0.6760592385076756,0.0
1.0,1.3770070170686683
1.0,0.0
1.0,2.083772746375217
0.9635840691383164,0.0
1.0,0.6237260226082778
1.0,2.0365229779620067
1.0,1.2466049599860505
1.0,2.526445043986871
0.9910676257543926,0.5343754296481205
1.0,1.1841425020460976
1.0,1.6196228892050866
0.1,0.0
0.6195512471554714,1.6461108496120744
0.9410905502397955,1.2933541339404342
1.0,0.0
0.47957557858285116,1.5248929685510977
1.0,0.0
1.0,0.0
0.1,0.9469248648067773
1.0,1.4106843984421666
0.6063854209144959,0.0
0.5382360673087185,0.3127307328232146
1.0,0.28563171248663566
0.1,0.0
0.1,0.21797861180567232
0.5162982496364827,1.8342564159766737
1.0,0.4136630648584689
0.6791718186507114,0.0
1.0,0.4629854552985768
1.0,0.0
0.9224022350416823,0.0
0.1980605125605739,0.0
0.7745056673954218,0.0
1.0,0.7046793661235886
1.0,1.8908721042980032
1.0,0.0
1.0,0.0
0.1,0.0
1.0,3.147223980578248
0.9081171454000594,0.0
1.0,0.5821742412114695
0.5462765740742659,0.0
1.0,0.0
1.0,0.1770038688427113
0.4481669677439821,0.0
1.0,0.015235550549572858
1.0,0.0
0.18055098001898784,0.0
1.0,1.7889211065643287
1.0,0.08874626650694764
0.9474506819508774,0.0
1.0,0.0
0.1,1.7888007056835988
0.9525651360505059,0.0
1.0,0.0
0.14987323765581373,0.0
1.0,0.0
0.1,0.0
0.5338143811636309,0.4391959751043184
0.791381498543784,1.322020974335674
0.731435757112379,0.0
0.3443663071384372,0.510919189539924
0.8301111932770399,0.8762338432120239
0.1,0.0
1.0,0.0
0.5794193494984311,0.0
0.1,0.6463229740424681
0.23313402711703268,0.3566130568774716
1.0,0.2588624685054309
0.6839047583635207,0.0
1.0,0.06675351546205688
0.1,0.0
0.33669452027451063,0.6457146936083313
0.7534033578442171,0.0
1.0,1.3455198170022067
0.8948667234431895,0.2887635336960434
1.0,0.0
0.913973600284316,0.5885984612387717
1.0,0.0
0.9983351738172391,0.8164429584490989
0.1,0.0
0.10930916786459662,0.0
1.0,1.2108843771522757
1.0,0.0
1.0,0.0
1.0,0.11511959910272165
1.0,0.26521216484904
0.1,0.0
0.6907589216860743,0.0
1.0,0.0
0.1,0.0
0.6579726391799191,0.36861051109043425
0.978376044806645,0.5353384880456253
1.0,0.0
0.31509480999328254,0.0
1.0,0.0
0.1,0.9729348093019229
0.1,0.798911303473134
1.0,0.0
0.1,0.0
1.0,1.469276359837726
0.15709062693635903,2.9095482791567138
0.1,0.0
0.3726733043890119,0.24390191002131711
0.1,0.0
1.0,0.4905309632925864
0.42284446440460033,0.060769558664776034
0.39982741123398513,0.0
1.0,0.0
0.1,0.0
0.43658785973710035,0.24333545497043957
0.1,0.0
1.0,1.8125539103289467
0.1,0.0
0.1,0.0
0.4266249260780368,1.6961836756282596
0.7822727651149397,0.13904799939315057
1.0,0.2251052051978776
0.1,0.0
1.0,0.21563330187564048
0.12063203062480532,0.0
0.4051993346410756,2.385164199132859
0.1,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.1,1.9059820071164464
0.8895161383725382,0.0
1.0,1.3546682717692295
0.12471052312152098,0.0
1.0,0.4665355331942671
1.0,0.0
0.6119540195847757,1.0691171919965101
1.0,0.8596590208715886
1.0,0.0
1.0,0.0
0.2773967783819249,0.4659147662792328
1.0,0.0
0.1,0.0
1.0,1.1658602312898534
0.6598412701956962,0.08170065153601246
0.1,1.6204507394012335
1.0,0.0
0.1,1.592341576930373
1.0,0.0
0.20514962815592352,0.0
1.0,0.587993980786554
0.1623769137195048,0.0
0.3239766728168598,0.7232085554652773
0.1,0.0
1.0,2.190563947830148
1.0,0.0
0.1,4.21069975432046
0.1,0.11270552098850772
1.0,0.11044409946309418
1.0,0.0
0.1,0.10791951389931329
0.1,0.0
1.0,1.0151594221997329
1.0,3.1941818968120064
0.2125173479258693,0.3716571236280044
0.3724836068276993,0.3100945908023674
0.5956894190248201,0.0
1.0,1.2518352537328064
1.0,0.4944316983047602
0.8807719012706723,1.8271378581264737
1.0,0.0
1.0,1.974283935763575
0.1,0.0
1.0,0.7581292104937295
0.9427273775074195,0.6618351189306706
0.19516346179090138,0.0
1.0,0.37486006567128316
0.48830633041331906,0.1177403415519901
1.0,0.3068625002648958
0.17225435259756472,0.8359457214462225
1.0,0.5315242870763388
1.0,1.0827425057791318
0.572073726140154,0.4292038843657425
1.0,0.0
0.5352741904796935,1.3437653832925092
1.0,0.7475096320239082
0.16633277738179597,0.5163653181959718
0.4078032563481627,0.0
1.0,2.503017899796093
0.6436423315667434,0.0
0.4642299752847966,0.0
1.0,0.2173177854953856
0.8406829420500763,1.067502407148926
1.0,0.0
1.0,0.0
1.0,0.0
0.5440141514747971,2.0431690867306367
0.5681769245894233,0.0
0.6155663603803927,1.1479111591776785
0.5668224570160499,0.0
0.1,2.272429006233627
1.0,1.5623196248465998
1.0,0.0
0.1,0.28111054893051807
0.47949690673096723,0.0
1.0,1.460487565079531
1.0,0.658536948357724
1.0,3.652360927457581
0.6258089092589911,0.0
0.1,0.857290625071027
1.0,0.0
0.5985369917044295,1.2715212519269186
0.1752540331221356,0.0
0.1,0.1877310662713381
1.0,0.0
1.0,1.7521906343035774
0.1395547036735233,0.5446789940356019
0.1723885182508922,0.6363191471716642
1.0,0.0
0.1,1.0003138748531188
1.0,0.0795856443650262
0.1,0.9396046550920019
0.8691554111715081,0.0
0.6673083373576476,0.0
1.0,1.3534586808037647
1.0,0.0
1.0,2.7150816261839514
0.5673774538166405,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.39784237391379873,1.3268762832215852
0.1,0.03598211193438628
0.23911813812797944,0.0
0.4506344965992596,1.5461906289286687
1.0,1.2420544832860145
1.0,0.0
